event-id,timestamp,location-long,location-lat,ground-speed,height-above-ellipsoid,individual-taxon-canonical-name,eobs:temperature,tag-local-identifier,individual-local-identifier,date,road_id
239769795,2013-07-16 12:04:53.000,15.6376981,52.0920616,0.03,127.3,Ciconia ciconia,34.0,3048,PLG 5P311 (3048),2013-07-16 12:04:53.000,30481
239769807,2013-07-16 13:05:07.000,15.6375155,52.0921922,0.46,128.6,Ciconia ciconia,32.0,3048,PLG 5P311 (3048),2013-07-16 13:05:07.000,30481
239769819,2013-07-16 14:05:07.000,15.6374124,52.0921317,0.55,125.3,Ciconia ciconia,30.0,3048,PLG 5P311 (3048),2013-07-16 14:05:07.000,30481
239769831,2013-07-16 15:05:07.000,15.637464,52.0921286,0.12,133.3,Ciconia ciconia,34.0,3048,PLG 5P311 (3048),2013-07-16 15:05:07.000,30481
239769843,2013-07-16 16:05:23.000,15.6376319,52.0921636,0.1,134.2,Ciconia ciconia,32.0,3048,PLG 5P311 (3048),2013-07-16 16:05:23.000,30481
239769856,2013-07-16 17:10:08.000,15.6376503,52.0921084,0.12,138.3,Ciconia ciconia,30.0,3048,PLG 5P311 (3048),2013-07-16 17:10:08.000,30481
239769869,2013-07-16 18:15:08.000,15.6376588,52.0921175,0.49,133.6,Ciconia ciconia,26.0,3048,PLG 5P311 (3048),2013-07-16 18:15:08.000,30481
239769881,2013-07-16 19:15:08.000,15.6376139,52.0921238,0.07,130.5,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-16 19:15:08.000,30481
239769891,2013-07-17 02:00:23.000,15.6376005,52.0921448,0.07,131.8,Ciconia ciconia,20.0,3048,PLG 5P311 (3048),2013-07-17 02:00:23.000,30481
239769904,2013-07-17 03:05:07.000,15.6375715,52.0921477,0.13,133.9,Ciconia ciconia,20.0,3048,PLG 5P311 (3048),2013-07-17 03:05:07.000,30481
239769916,2013-07-17 04:05:07.000,15.6370668,52.0927893,1.39,106.8,Ciconia ciconia,22.0,3048,PLG 5P311 (3048),2013-07-17 04:05:07.000,30481
239769928,2013-07-17 05:05:07.000,15.6375588,52.0921511,0.09,136.5,Ciconia ciconia,27.0,3048,PLG 5P311 (3048),2013-07-17 05:05:07.000,30481
239769941,2013-07-17 06:10:07.000,15.6375777,52.0921802,0.25,131.3,Ciconia ciconia,29.0,3048,PLG 5P311 (3048),2013-07-17 06:10:07.000,30481
239769954,2013-07-17 07:15:07.000,15.6375083,52.0922241,0.36,124.4,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-17 07:15:07.000,30481
239769967,2013-07-17 08:20:07.000,15.6375585,52.092155,0.09,138.7,Ciconia ciconia,40.0,3048,PLG 5P311 (3048),2013-07-17 08:20:07.000,30481
239769979,2013-07-17 09:20:07.000,15.6376158,52.0921501,0.49,141.8,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-17 09:20:07.000,30481
239769991,2013-07-17 10:20:07.000,15.637671,52.0921422,0.29,143.7,Ciconia ciconia,45.0,3048,PLG 5P311 (3048),2013-07-17 10:20:07.000,30481
239770004,2013-07-17 11:20:08.000,15.6377273,52.0922919,0.22,151.8,Ciconia ciconia,37.0,3048,PLG 5P311 (3048),2013-07-17 11:20:08.000,30481
239770017,2013-07-17 12:25:07.000,15.6376489,52.0920965,1.16,134.4,Ciconia ciconia,43.0,3048,PLG 5P311 (3048),2013-07-17 12:25:07.000,30481
239770029,2013-07-17 13:25:07.000,15.6376424,52.0921537,0.24,144.1,Ciconia ciconia,39.0,3048,PLG 5P311 (3048),2013-07-17 13:25:07.000,30481
239770041,2013-07-17 14:25:07.000,15.6375801,52.0921666,0.03,137.5,Ciconia ciconia,42.0,3048,PLG 5P311 (3048),2013-07-17 14:25:07.000,30481
239770053,2013-07-17 15:25:07.000,15.6375883,52.0921715,0.26,129.4,Ciconia ciconia,35.0,3048,PLG 5P311 (3048),2013-07-17 15:25:07.000,30481
239770065,2013-07-17 16:25:07.000,15.6376787,52.0921751,0.13,137.7,Ciconia ciconia,32.0,3048,PLG 5P311 (3048),2013-07-17 16:25:07.000,30481
239770077,2013-07-17 17:25:07.000,15.6375816,52.0921144,0.04,137.6,Ciconia ciconia,33.0,3048,PLG 5P311 (3048),2013-07-17 17:25:07.000,30481
239770090,2013-07-17 18:25:07.000,15.6376207,52.0921675,0.18,128.8,Ciconia ciconia,28.0,3048,PLG 5P311 (3048),2013-07-17 18:25:07.000,30481
239770102,2013-07-17 19:25:07.000,15.6376514,52.0921468,0.16,137.0,Ciconia ciconia,26.0,3048,PLG 5P311 (3048),2013-07-17 19:25:07.000,30481
239770110,2013-07-18 02:00:23.000,15.6375442,52.0921302,0.06,139.9,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-18 02:00:23.000,30481
239770123,2013-07-18 03:05:07.000,15.6375557,52.0921716,0.11,127.4,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-18 03:05:07.000,30481
239770135,2013-07-18 04:05:07.000,15.6373696,52.092406,0.42,125.7,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-18 04:05:07.000,30481
239770147,2013-07-18 05:05:07.000,15.6375717,52.0921983,0.23,134.1,Ciconia ciconia,30.0,3048,PLG 5P311 (3048),2013-07-18 05:05:07.000,30481
239770159,2013-07-18 06:05:07.000,15.6375418,52.0921471,0.33,146.6,Ciconia ciconia,26.0,3048,PLG 5P311 (3048),2013-07-18 06:05:07.000,30481
239770172,2013-07-18 07:10:20.000,15.6375884,52.0921059,0.05,135.5,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-18 07:10:20.000,30481
239770184,2013-07-18 08:10:20.000,15.6375767,52.0920876,0.01,126.3,Ciconia ciconia,39.0,3048,PLG 5P311 (3048),2013-07-18 08:10:20.000,30481
239770197,2013-07-18 09:15:07.000,15.6376303,52.0921527,0.03,143.4,Ciconia ciconia,43.0,3048,PLG 5P311 (3048),2013-07-18 09:15:07.000,30481
239770209,2013-07-18 10:15:07.000,15.6375931,52.0921132,0.07,143.9,Ciconia ciconia,44.0,3048,PLG 5P311 (3048),2013-07-18 10:15:07.000,30481
239770222,2013-07-18 11:15:07.000,15.6379044,52.0922055,0.14,168.9,Ciconia ciconia,48.0,3048,PLG 5P311 (3048),2013-07-18 11:15:07.000,30481
239770235,2013-07-18 12:20:09.000,15.6379322,52.0922513,0.12,166.9,Ciconia ciconia,43.0,3048,PLG 5P311 (3048),2013-07-18 12:20:09.000,30481
239770248,2013-07-18 13:25:07.000,15.6376063,52.0920892,0.03,131.0,Ciconia ciconia,41.0,3048,PLG 5P311 (3048),2013-07-18 13:25:07.000,30481
239770260,2013-07-18 14:25:07.000,15.6376261,52.0921197,0.22,144.6,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-18 14:25:07.000,30481
239770273,2013-07-18 15:30:07.000,15.6375511,52.0921372,0.11,139.8,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-18 15:30:07.000,30481
200177438,2013-07-18 16:30:07.000,15.6375737,52.0922325,,,Ciconia ciconia,,3048,PLG 5P311 (3048),2013-07-18 16:30:07.000,30481
239770297,2013-07-18 17:30:08.000,15.6375954,52.0921307,0.09,132.4,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-18 17:30:08.000,30481
239770311,2013-07-18 18:35:06.000,15.6376041,52.0921854,0.21,140.2,Ciconia ciconia,28.0,3048,PLG 5P311 (3048),2013-07-18 18:35:06.000,30481
239770323,2013-07-18 19:35:08.000,15.6376452,52.092171,0.11,142.2,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-18 19:35:08.000,30481
239770329,2013-07-19 02:00:23.000,15.6375961,52.0921375,0.01,134.1,Ciconia ciconia,22.0,3048,PLG 5P311 (3048),2013-07-19 02:00:23.000,30481
239770342,2013-07-19 03:05:06.000,15.6375836,52.0921323,0.36,126.5,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-19 03:05:06.000,30481
239770354,2013-07-19 04:05:06.000,15.637615,52.0921163,0.13,134.1,Ciconia ciconia,23.0,3048,PLG 5P311 (3048),2013-07-19 04:05:06.000,30481
239770366,2013-07-19 05:05:07.000,15.6375857,52.092141,0.19,137.6,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-19 05:05:07.000,30481
239770378,2013-07-19 06:05:21.000,15.637583,52.0921726,0.07,133.2,Ciconia ciconia,27.0,3048,PLG 5P311 (3048),2013-07-19 06:05:21.000,30481
239770391,2013-07-19 07:10:20.000,15.6375578,52.092141,0.03,135.2,Ciconia ciconia,30.0,3048,PLG 5P311 (3048),2013-07-19 07:10:20.000,30481
239770404,2013-07-19 08:15:07.000,15.6376311,52.0921271,0.25,147.5,Ciconia ciconia,33.0,3048,PLG 5P311 (3048),2013-07-19 08:15:07.000,30481
239770416,2013-07-19 09:15:07.000,15.6376239,52.092128,0.21,145.6,Ciconia ciconia,37.0,3048,PLG 5P311 (3048),2013-07-19 09:15:07.000,30481
239770428,2013-07-19 10:15:07.000,15.6376365,52.092129,0.25,142.9,Ciconia ciconia,42.0,3048,PLG 5P311 (3048),2013-07-19 10:15:07.000,30481
239770441,2013-07-19 11:15:07.000,15.6374758,52.092102,0.44,121.9,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-19 11:15:07.000,30481
239770453,2013-07-19 12:15:07.000,15.6376062,52.0921324,0.13,137.1,Ciconia ciconia,39.0,3048,PLG 5P311 (3048),2013-07-19 12:15:07.000,30481
239770465,2013-07-19 13:15:07.000,15.6377009,52.0921618,0.05,144.9,Ciconia ciconia,35.0,3048,PLG 5P311 (3048),2013-07-19 13:15:07.000,30481
239770477,2013-07-19 14:15:08.000,15.6375853,52.0921929,0.5,135.8,Ciconia ciconia,35.0,3048,PLG 5P311 (3048),2013-07-19 14:15:08.000,30481
239770490,2013-07-19 15:20:07.000,15.637605,52.0921283,0.13,138.4,Ciconia ciconia,32.0,3048,PLG 5P311 (3048),2013-07-19 15:20:07.000,30481
239770502,2013-07-19 16:20:07.000,15.6376212,52.0920875,0.11,143.5,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-19 16:20:07.000,30481
239770514,2013-07-19 17:20:07.000,15.6376689,52.0920959,0.12,146.8,Ciconia ciconia,29.0,3048,PLG 5P311 (3048),2013-07-19 17:20:07.000,30481
239770527,2013-07-19 18:20:07.000,15.6377717,52.0919813,0.44,152.5,Ciconia ciconia,28.0,3048,PLG 5P311 (3048),2013-07-19 18:20:07.000,30481
239770539,2013-07-19 19:20:08.000,15.637621,52.0921676,0.7,130.5,Ciconia ciconia,25.0,3048,PLG 5P311 (3048),2013-07-19 19:20:08.000,30481
239770548,2013-07-20 02:00:23.000,15.6376289,52.0921686,0.05,138.6,Ciconia ciconia,22.0,3048,PLG 5P311 (3048),2013-07-20 02:00:23.000,30481
239770561,2013-07-20 03:05:07.000,15.6375855,52.0921323,0.15,124.7,Ciconia ciconia,23.0,3048,PLG 5P311 (3048),2013-07-20 03:05:07.000,30481
239770573,2013-07-20 04:05:07.000,15.6375824,52.0921175,0.03,131.0,Ciconia ciconia,23.0,3048,PLG 5P311 (3048),2013-07-20 04:05:07.000,30481
239770586,2013-07-20 05:10:07.000,15.6375775,52.0921544,0.23,133.9,Ciconia ciconia,25.0,3048,PLG 5P311 (3048),2013-07-20 05:10:07.000,30481
239770598,2013-07-20 06:10:07.000,15.6375959,52.0920839,0.3,145.4,Ciconia ciconia,29.0,3048,PLG 5P311 (3048),2013-07-20 06:10:07.000,30481
239770610,2013-07-20 07:10:07.000,15.6375286,52.0921522,0.05,131.8,Ciconia ciconia,36.0,3048,PLG 5P311 (3048),2013-07-20 07:10:07.000,30481
239770622,2013-07-20 08:10:07.000,15.6375713,52.0922505,0.09,136.2,Ciconia ciconia,35.0,3048,PLG 5P311 (3048),2013-07-20 08:10:07.000,30481
239770634,2013-07-20 09:10:07.000,15.6375488,52.0921805,0.04,124.4,Ciconia ciconia,40.0,3048,PLG 5P311 (3048),2013-07-20 09:10:07.000,30481
239770646,2013-07-20 10:10:07.000,15.6375276,52.092151,0.19,136.3,Ciconia ciconia,35.0,3048,PLG 5P311 (3048),2013-07-20 10:10:07.000,30481
239770659,2013-07-20 11:10:07.000,15.6375505,52.0920957,0.31,133.0,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-20 11:10:07.000,30481
239770671,2013-07-20 12:10:07.000,15.637588,52.0921187,0.04,136.6,Ciconia ciconia,45.0,3048,PLG 5P311 (3048),2013-07-20 12:10:07.000,30481
239770683,2013-07-20 13:10:07.000,15.6376331,52.0921554,0.08,135.9,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-20 13:10:07.000,30481
239770695,2013-07-20 14:10:08.000,15.6376101,52.0921372,0.08,136.7,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-20 14:10:08.000,30481
239770707,2013-07-20 15:10:08.000,15.6376009,52.0921761,0.26,131.0,Ciconia ciconia,36.0,3048,PLG 5P311 (3048),2013-07-20 15:10:08.000,30481
239770720,2013-07-20 16:15:07.000,15.6376406,52.0920975,0.17,143.1,Ciconia ciconia,33.0,3048,PLG 5P311 (3048),2013-07-20 16:15:07.000,30481
239770732,2013-07-20 17:15:07.000,15.6374813,52.0920994,0.32,124.0,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-20 17:15:07.000,30481
239770745,2013-07-20 18:15:08.000,15.6375823,52.0921477,0.14,128.6,Ciconia ciconia,27.0,3048,PLG 5P311 (3048),2013-07-20 18:15:08.000,30481
239770758,2013-07-20 19:20:07.000,15.6375843,52.0921846,0.17,133.1,Ciconia ciconia,25.0,3048,PLG 5P311 (3048),2013-07-20 19:20:07.000,30481
239770767,2013-07-21 02:00:23.000,15.6375894,52.0921476,0.03,132.1,Ciconia ciconia,20.0,3048,PLG 5P311 (3048),2013-07-21 02:00:23.000,30481
239770780,2013-07-21 03:05:07.000,15.6376047,52.0921345,0.12,122.7,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-21 03:05:07.000,30481
239770792,2013-07-21 04:05:07.000,15.6375349,52.092164,0.23,135.3,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-21 04:05:07.000,30481
239770805,2013-07-21 05:10:21.000,15.6375653,52.0921496,0.02,136.0,Ciconia ciconia,26.0,3048,PLG 5P311 (3048),2013-07-21 05:10:21.000,30481
239770818,2013-07-21 06:15:09.000,15.6375936,52.0921465,0.31,130.1,Ciconia ciconia,29.0,3048,PLG 5P311 (3048),2013-07-21 06:15:09.000,30481
239770831,2013-07-21 07:20:06.000,15.6375805,52.0921452,0.03,137.5,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-21 07:20:06.000,30481
239770843,2013-07-21 08:20:06.000,15.6376187,52.0921093,0.13,139.3,Ciconia ciconia,36.0,3048,PLG 5P311 (3048),2013-07-21 08:20:06.000,30481
239770855,2013-07-21 09:20:07.000,15.6375883,52.0921649,0.01,138.8,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-21 09:20:07.000,30481
239770867,2013-07-21 10:20:07.000,15.6375674,52.0921728,0.76,133.3,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-21 10:20:07.000,30481
239770880,2013-07-21 11:20:07.000,15.6375503,52.0920948,0.06,139.0,Ciconia ciconia,45.0,3048,PLG 5P311 (3048),2013-07-21 11:20:07.000,30481
239770893,2013-07-21 12:25:06.000,15.6313983,52.0949064,0.12,281.2,Ciconia ciconia,44.0,3048,PLG 5P311 (3048),2013-07-21 12:25:06.000,30481
239770905,2013-07-21 13:25:18.000,15.6375595,52.0921176,0.4,137.7,Ciconia ciconia,45.0,3048,PLG 5P311 (3048),2013-07-21 13:25:18.000,30481
239770918,2013-07-21 14:30:07.000,15.6375755,52.0921724,0.06,134.3,Ciconia ciconia,39.0,3048,PLG 5P311 (3048),2013-07-21 14:30:07.000,30481
239770931,2013-07-21 15:35:08.000,15.6375753,52.092194,0.18,146.6,Ciconia ciconia,38.0,3048,PLG 5P311 (3048),2013-07-21 15:35:08.000,30481
239770943,2013-07-21 16:35:38.000,15.6375694,52.0921469,0.01,138.2,Ciconia ciconia,41.0,3048,PLG 5P311 (3048),2013-07-21 16:35:38.000,30481
239770956,2013-07-21 17:40:07.000,15.6375983,52.0921213,0.09,137.6,Ciconia ciconia,37.0,3048,PLG 5P311 (3048),2013-07-21 17:40:07.000,30481
239770969,2013-07-21 18:40:08.000,15.6376057,52.0921406,0.02,134.8,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-21 18:40:08.000,30481
239770982,2013-07-21 19:45:07.000,15.6376561,52.0920958,0.36,129.4,Ciconia ciconia,25.0,3048,PLG 5P311 (3048),2013-07-21 19:45:07.000,30481
239770986,2013-07-22 02:00:23.000,15.6375882,52.092155,0.01,134.4,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-22 02:00:23.000,30481
239770999,2013-07-22 03:05:06.000,15.6375817,52.0921231,0.09,134.6,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-22 03:05:06.000,30481
239771011,2013-07-22 04:05:07.000,15.6375418,52.0921532,0.02,135.5,Ciconia ciconia,22.0,3048,PLG 5P311 (3048),2013-07-22 04:05:07.000,30481
239771023,2013-07-22 05:05:23.000,15.6376001,52.0921508,0.05,137.9,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-22 05:05:23.000,30481
239771036,2013-07-22 06:10:07.000,15.6375931,52.0921926,0.22,140.6,Ciconia ciconia,36.0,3048,PLG 5P311 (3048),2013-07-22 06:10:07.000,30481
239771048,2013-07-22 07:10:07.000,15.6375593,52.0921887,0.29,131.4,Ciconia ciconia,43.0,3048,PLG 5P311 (3048),2013-07-22 07:10:07.000,30481
239771060,2013-07-22 08:10:07.000,15.6375776,52.0921399,0.32,146.8,Ciconia ciconia,46.0,3048,PLG 5P311 (3048),2013-07-22 08:10:07.000,30481
239771072,2013-07-22 09:10:12.000,15.6376016,52.0919534,0.02,96.6,Ciconia ciconia,49.0,3048,PLG 5P311 (3048),2013-07-22 09:10:12.000,30481
239771085,2013-07-22 10:15:07.000,15.6376313,52.0921689,0.17,133.8,Ciconia ciconia,45.0,3048,PLG 5P311 (3048),2013-07-22 10:15:07.000,30481
239771098,2013-07-22 11:15:07.000,15.6376167,52.0921584,0.16,136.9,Ciconia ciconia,42.0,3048,PLG 5P311 (3048),2013-07-22 11:15:07.000,30481
239771110,2013-07-22 12:15:07.000,15.6376221,52.0921445,0.06,141.1,Ciconia ciconia,45.0,3048,PLG 5P311 (3048),2013-07-22 12:15:07.000,30481
239771122,2013-07-22 13:15:07.000,15.6375974,52.0920581,0.11,136.7,Ciconia ciconia,44.0,3048,PLG 5P311 (3048),2013-07-22 13:15:07.000,30481
239771134,2013-07-22 14:15:09.000,15.6375926,52.0920837,0.14,136.6,Ciconia ciconia,40.0,3048,PLG 5P311 (3048),2013-07-22 14:15:09.000,30481
239771147,2013-07-22 15:20:07.000,15.637646,52.0921711,0.1,140.1,Ciconia ciconia,37.0,3048,PLG 5P311 (3048),2013-07-22 15:20:07.000,30481
239771159,2013-07-22 16:20:10.000,15.6376922,52.0921585,0.07,138.3,Ciconia ciconia,35.0,3048,PLG 5P311 (3048),2013-07-22 16:20:10.000,30481
239771172,2013-07-22 17:25:07.000,15.6376321,52.0921271,0.09,129.5,Ciconia ciconia,32.0,3048,PLG 5P311 (3048),2013-07-22 17:25:07.000,30481
239771185,2013-07-22 18:25:23.000,15.6376369,52.0920997,0.02,131.4,Ciconia ciconia,29.0,3048,PLG 5P311 (3048),2013-07-22 18:25:23.000,30481
239771198,2013-07-22 19:30:06.000,15.637585,52.0921734,0.15,134.3,Ciconia ciconia,27.0,3048,PLG 5P311 (3048),2013-07-22 19:30:06.000,30481
239771205,2013-07-23 02:00:23.000,15.6376237,52.0921218,0.01,135.3,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-23 02:00:23.000,30481
239771218,2013-07-23 03:05:06.000,15.637578,52.0921905,0.09,132.2,Ciconia ciconia,20.0,3048,PLG 5P311 (3048),2013-07-23 03:05:06.000,30481
239771230,2013-07-23 04:05:07.000,15.6375557,52.0921441,0.24,133.4,Ciconia ciconia,21.0,3048,PLG 5P311 (3048),2013-07-23 04:05:07.000,30481
239771243,2013-07-23 05:10:06.000,15.6375499,52.0921307,0.08,144.5,Ciconia ciconia,23.0,3048,PLG 5P311 (3048),2013-07-23 05:10:06.000,30481
239771255,2013-07-23 06:10:07.000,15.6375763,52.0921611,0.37,146.0,Ciconia ciconia,27.0,3048,PLG 5P311 (3048),2013-07-23 06:10:07.000,30481
239771267,2013-07-23 07:10:07.000,15.6375438,52.0920919,0.17,136.9,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-23 07:10:07.000,30481
239771279,2013-07-23 08:10:07.000,15.6375881,52.0921516,0.22,137.4,Ciconia ciconia,33.0,3048,PLG 5P311 (3048),2013-07-23 08:10:07.000,30481
239771291,2013-07-23 09:10:07.000,15.6374048,52.0922283,0.7,140.1,Ciconia ciconia,36.0,3048,PLG 5P311 (3048),2013-07-23 09:10:07.000,30481
239771303,2013-07-23 10:10:10.000,15.637648,52.0921882,0.06,126.3,Ciconia ciconia,41.0,3048,PLG 5P311 (3048),2013-07-23 10:10:10.000,30481
239771317,2013-07-23 11:15:07.000,15.6376373,52.0922661,0.19,116.1,Ciconia ciconia,47.0,3048,PLG 5P311 (3048),2013-07-23 11:15:07.000,30481
239771329,2013-07-23 12:15:07.000,15.6375846,52.0921226,0.06,144.2,Ciconia ciconia,42.0,3048,PLG 5P311 (3048),2013-07-23 12:15:07.000,30481
239771341,2013-07-23 13:15:07.000,15.6376089,52.0921203,0.05,140.0,Ciconia ciconia,42.0,3048,PLG 5P311 (3048),2013-07-23 13:15:07.000,30481
239771353,2013-07-23 14:15:08.000,15.6375816,52.0921704,0.25,140.3,Ciconia ciconia,43.0,3048,PLG 5P311 (3048),2013-07-23 14:15:08.000,30481
239771365,2013-07-23 15:15:08.000,15.6375748,52.0921365,0.21,143.4,Ciconia ciconia,37.0,3048,PLG 5P311 (3048),2013-07-23 15:15:08.000,30481
239771377,2013-07-23 16:15:08.000,15.6376095,52.0922354,0.41,137.1,Ciconia ciconia,34.0,3048,PLG 5P311 (3048),2013-07-23 16:15:08.000,30481
239771390,2013-07-23 17:20:06.000,15.6376211,52.0921364,0.13,124.0,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-23 17:20:06.000,30481
239771403,2013-07-23 18:20:07.000,15.6375777,52.0921222,0.25,128.3,Ciconia ciconia,28.0,3048,PLG 5P311 (3048),2013-07-23 18:20:07.000,30481
239771415,2013-07-23 19:20:07.000,15.6374835,52.0921984,0.82,128.7,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-23 19:20:07.000,30481
239771424,2013-07-24 02:00:23.000,15.6376204,52.0920979,0.03,138.7,Ciconia ciconia,19.0,3048,PLG 5P311 (3048),2013-07-24 02:00:23.000,30481
239771437,2013-07-24 03:05:07.000,15.6375336,52.092201,0.14,138.0,Ciconia ciconia,19.0,3048,PLG 5P311 (3048),2013-07-24 03:05:07.000,30481
239771450,2013-07-24 04:10:07.000,15.6375615,52.0921902,0.39,131.7,Ciconia ciconia,20.0,3048,PLG 5P311 (3048),2013-07-24 04:10:07.000,30481
239771463,2013-07-24 05:15:07.000,15.6375618,52.0921549,0.08,135.5,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-24 05:15:07.000,30481
239771475,2013-07-24 06:15:07.000,15.6375545,52.0921418,0.03,138.6,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-24 06:15:07.000,30481
239771487,2013-07-24 07:15:08.000,15.6375348,52.0921297,0.17,141.3,Ciconia ciconia,33.0,3048,PLG 5P311 (3048),2013-07-24 07:15:08.000,30481
239771500,2013-07-24 08:20:07.000,15.6376298,52.0920846,0.03,135.0,Ciconia ciconia,34.0,3048,PLG 5P311 (3048),2013-07-24 08:20:07.000,30481
239771512,2013-07-24 09:20:07.000,15.6376232,52.092111,0.01,132.9,Ciconia ciconia,46.0,3048,PLG 5P311 (3048),2013-07-24 09:20:07.000,30481
239771524,2013-07-24 10:20:07.000,15.6376393,52.0921548,0.08,139.2,Ciconia ciconia,46.0,3048,PLG 5P311 (3048),2013-07-24 10:20:07.000,30481
239771537,2013-07-24 11:20:07.000,15.6375953,52.092104,0.09,128.5,Ciconia ciconia,50.0,3048,PLG 5P311 (3048),2013-07-24 11:20:07.000,30481
239771549,2013-07-24 12:20:07.000,15.6375847,52.0920885,0.1,149.1,Ciconia ciconia,45.0,3048,PLG 5P311 (3048),2013-07-24 12:20:07.000,30481
239771561,2013-07-24 13:20:07.000,15.6376792,52.0923422,1.27,132.6,Ciconia ciconia,48.0,3048,PLG 5P311 (3048),2013-07-24 13:20:07.000,30481
239771573,2013-07-24 14:20:07.000,15.6376273,52.0921304,0.11,133.1,Ciconia ciconia,48.0,3048,PLG 5P311 (3048),2013-07-24 14:20:07.000,30481
239771585,2013-07-24 15:20:08.000,15.637569,52.0921411,0.4,133.5,Ciconia ciconia,46.0,3048,PLG 5P311 (3048),2013-07-24 15:20:08.000,30481
239771597,2013-07-24 16:20:08.000,15.6373986,52.0920304,0.55,146.2,Ciconia ciconia,42.0,3048,PLG 5P311 (3048),2013-07-24 16:20:08.000,30481
239771610,2013-07-24 17:25:07.000,15.6376412,52.0921441,0.21,132.9,Ciconia ciconia,34.0,3048,PLG 5P311 (3048),2013-07-24 17:25:07.000,30481
239771623,2013-07-24 18:25:07.000,15.6376761,52.0920723,0.3,129.4,Ciconia ciconia,28.0,3048,PLG 5P311 (3048),2013-07-24 18:25:07.000,30481
239771636,2013-07-24 19:30:08.000,15.6376829,52.0921655,1.08,141.9,Ciconia ciconia,26.0,3048,PLG 5P311 (3048),2013-07-24 19:30:08.000,30481
239771643,2013-07-25 02:00:23.000,15.6376118,52.0921484,0.02,132.8,Ciconia ciconia,23.0,3048,PLG 5P311 (3048),2013-07-25 02:00:23.000,30481
239771656,2013-07-25 03:05:06.000,15.6376033,52.0921435,0.16,136.7,Ciconia ciconia,24.0,3048,PLG 5P311 (3048),2013-07-25 03:05:06.000,30481
239771668,2013-07-25 04:05:07.000,15.6376386,52.0921175,0.19,133.1,Ciconia ciconia,26.0,3048,PLG 5P311 (3048),2013-07-25 04:05:07.000,30481
239771681,2013-07-25 05:10:07.000,15.6375873,52.0921686,0.02,135.2,Ciconia ciconia,29.0,3048,PLG 5P311 (3048),2013-07-25 05:10:07.000,30481
239771694,2013-07-25 06:15:06.000,15.6375671,52.0921251,0.48,136.4,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-25 06:15:06.000,30481
239771706,2013-07-25 07:15:06.000,15.6376805,52.0921465,0.28,146.8,Ciconia ciconia,31.0,3048,PLG 5P311 (3048),2013-07-25 07:15:06.000,30481
239771718,2013-07-25 08:15:07.000,15.6376046,52.0921746,0.03,140.7,Ciconia ciconia,32.0,3048,PLG 5P311 (3048),2013-07-25 08:15:07.000,30481
239771731,2013-07-25 09:20:06.000,15.6375815,52.0921574,0.08,139.5,Ciconia ciconia,36.0,3048,PLG 5P311 (3048),2013-07-25 09:20:06.000,30481
239771743,2013-07-25 10:20:07.000,15.6376054,52.0921325,0.15,135.1,Ciconia ciconia,44.0,3048,PLG 5P311 (3048),2013-07-25 10:20:07.000,30481
239771757,2013-07-25 11:25:09.000,15.637594,52.0921277,0.03,137.1,Ciconia ciconia,43.0,3048,PLG 5P311 (3048),2013-07-25 11:25:09.000,30481
