,stork_migration_id,migration_id,timestamp,date,location-long,location-lat
0,3075_pl_afr_1,pl_afr_1,2013-07-16 05:46:27.000,2013-07-16 05:46:27.000,15.187746,51.750439
1,3056_pl_afr_1,pl_afr_1,2013-07-16 06:55:47.000,2013-07-16 06:55:47.000,15.0564727,51.7635277
2,3056_pl_afr_1,pl_afr_1,2013-07-16 07:40:06.000,2013-07-16 07:40:06.000,15.0563958,51.7634894
3,3056_pl_afr_1,pl_afr_1,2013-07-16 09:00:06.000,2013-07-16 09:00:06.000,15.0566329,51.7634678
4,3075_pl_afr_1,pl_afr_1,2013-07-16 10:30:11.000,2013-07-16 10:30:11.000,15.1878505,51.7503178
5,3056_pl_afr_1,pl_afr_1,2013-07-16 12:00:06.000,2013-07-16 12:00:06.000,15.0564333,51.7634921
6,3050_pl_afr_1,pl_afr_1,2013-07-16 12:30:07.000,2013-07-16 12:30:07.000,15.6376132,52.0921422
7,3048_pl_afr_1,pl_afr_1,2013-07-16 13:05:07.000,2013-07-16 13:05:07.000,15.6375155,52.0921922
8,3048_pl_afr_1,pl_afr_1,2013-07-16 13:35:07.000,2013-07-16 13:35:07.000,15.6376264,52.0921374
9,3048_pl_afr_1,pl_afr_1,2013-07-16 14:05:07.000,2013-07-16 14:05:07.000,15.6374124,52.0921317
10,3048_pl_afr_1,pl_afr_1,2013-07-16 14:35:08.000,2013-07-16 14:35:08.000,15.6377308,52.0921755
11,3048_pl_afr_1,pl_afr_1,2013-07-16 15:10:07.000,2013-07-16 15:10:07.000,15.6374887,52.092136
12,3048_pl_afr_1,pl_afr_1,2013-07-16 15:40:07.000,2013-07-16 15:40:07.000,15.6375289,52.0921668
13,3050_pl_afr_1,pl_afr_1,2013-07-16 16:10:07.000,2013-07-16 16:10:07.000,15.6376118,52.0922256
14,3050_pl_afr_1,pl_afr_1,2013-07-16 16:40:08.000,2013-07-16 16:40:08.000,15.6376296,52.0921684
15,3048_pl_afr_1,pl_afr_1,2013-07-16 17:10:08.000,2013-07-16 17:10:08.000,15.6376503,52.0921084
16,3048_pl_afr_1,pl_afr_1,2013-07-16 17:40:08.000,2013-07-16 17:40:08.000,15.6376115,52.0921077
17,3050_pl_afr_1,pl_afr_1,2013-07-16 18:15:06.000,2013-07-16 18:15:06.000,15.637507,52.092082
18,3050_pl_afr_1,pl_afr_1,2013-07-16 18:45:06.000,2013-07-16 18:45:06.000,15.6376041,52.0921036
19,3050_pl_afr_1,pl_afr_1,2013-07-16 19:15:06.000,2013-07-16 19:15:06.000,15.6376041,52.0921787
20,3048_pl_afr_1,pl_afr_1,2013-07-16 19:45:07.000,2013-07-16 19:45:07.000,15.6375476,52.0921611
21,3048_pl_afr_1,pl_afr_1,2013-07-17 02:00:23.000,2013-07-17 02:00:23.000,15.6376005,52.0921448
22,3050_pl_afr_1,pl_afr_1,2013-07-17 02:35:06.000,2013-07-17 02:35:06.000,15.6376284,52.092189
23,3050_pl_afr_1,pl_afr_1,2013-07-17 03:05:06.000,2013-07-17 03:05:06.000,15.6375953,52.0920966
24,3048_pl_afr_1,pl_afr_1,2013-07-17 03:35:07.000,2013-07-17 03:35:07.000,15.6376976,52.0918811
25,3048_pl_afr_1,pl_afr_1,2013-07-17 04:05:07.000,2013-07-17 04:05:07.000,15.6370668,52.0927893
26,3048_pl_afr_1,pl_afr_1,2013-07-17 04:35:07.000,2013-07-17 04:35:07.000,15.6376094,52.0922098
27,3048_pl_afr_1,pl_afr_1,2013-07-17 05:05:07.000,2013-07-17 05:05:07.000,15.6375588,52.0921511
28,3048_pl_afr_1,pl_afr_1,2013-07-17 05:40:06.000,2013-07-17 05:40:06.000,15.637553,52.0921602
29,3048_pl_afr_1,pl_afr_1,2013-07-17 06:10:07.000,2013-07-17 06:10:07.000,15.6375777,52.0921802
30,3048_pl_afr_1,pl_afr_1,2013-07-17 06:40:09.000,2013-07-17 06:40:09.000,15.6382232,52.0916688
31,3048_pl_afr_1,pl_afr_1,2013-07-17 07:15:07.000,2013-07-17 07:15:07.000,15.6375083,52.0922241
32,3050_pl_afr_1,pl_afr_1,2013-07-17 07:45:07.000,2013-07-17 07:45:07.000,15.6375744,52.0921903
33,3050_pl_afr_1,pl_afr_1,2013-07-17 08:20:07.000,2013-07-17 08:20:07.000,15.6375601,52.0921651
34,3048_pl_afr_1,pl_afr_1,2013-07-17 08:50:07.000,2013-07-17 08:50:07.000,15.6375496,52.0922239
35,3048_pl_afr_1,pl_afr_1,2013-07-17 09:20:07.000,2013-07-17 09:20:07.000,15.6376158,52.0921501
36,3050_pl_afr_1,pl_afr_1,2013-07-17 09:50:07.000,2013-07-17 09:50:07.000,15.635876,52.0938902
37,3048_pl_afr_1,pl_afr_1,2013-07-17 10:20:07.000,2013-07-17 10:20:07.000,15.637671,52.0921422
38,3050_pl_afr_1,pl_afr_1,2013-07-17 10:50:07.000,2013-07-17 10:50:07.000,15.6375673,52.0921775
39,3050_pl_afr_1,pl_afr_1,2013-07-17 11:20:07.000,2013-07-17 11:20:07.000,15.6375966,52.0921801
40,3050_pl_afr_1,pl_afr_1,2013-07-17 11:50:07.000,2013-07-17 11:50:07.000,15.6376253,52.0921782
41,3048_pl_afr_1,pl_afr_1,2013-07-17 12:20:07.000,2013-07-17 12:20:07.000,15.6380875,52.0920887
42,3050_pl_afr_1,pl_afr_1,2013-07-17 12:50:07.000,2013-07-17 12:50:07.000,15.6376412,52.092115
43,3050_pl_afr_1,pl_afr_1,2013-07-17 13:20:07.000,2013-07-17 13:20:07.000,15.6376266,52.0920871
44,3048_pl_afr_1,pl_afr_1,2013-07-17 13:50:07.000,2013-07-17 13:50:07.000,15.637586,52.09206
45,3048_pl_afr_1,pl_afr_1,2013-07-17 14:20:07.000,2013-07-17 14:20:07.000,15.6376184,52.0921365
46,3048_pl_afr_1,pl_afr_1,2013-07-17 14:50:08.000,2013-07-17 14:50:08.000,15.6375935,52.0921675
47,3048_pl_afr_1,pl_afr_1,2013-07-17 15:25:07.000,2013-07-17 15:25:07.000,15.6375883,52.0921715
