,stork_migration_id,timestamp,date,location-long,location-lat
146771,3075_pl_afr_1,2013-07-16 05:46:27.000,2013-07-16 05:46:27.000,15.187746,51.750439
146772,3075_pl_afr_1,2013-07-16 06:00:07.000,2013-07-16 06:00:07.000,15.187866,51.7502573
146773,3075_pl_afr_1,2013-07-16 07:40:07.000,2013-07-16 07:40:07.000,15.1880069,51.7501651
146774,3075_pl_afr_1,2013-07-16 09:00:06.000,2013-07-16 09:00:06.000,15.1878534,51.7502728
146775,3075_pl_afr_1,2013-07-16 10:30:11.000,2013-07-16 10:30:11.000,15.1878505,51.7503178
146776,3075_pl_afr_1,2013-07-16 12:00:07.000,2013-07-16 12:00:07.000,15.1878782,51.7501678
146777,3075_pl_afr_1,2013-07-16 13:30:07.000,2013-07-16 13:30:07.000,15.1878338,51.7502767
146778,3075_pl_afr_1,2013-07-16 15:00:07.000,2013-07-16 15:00:07.000,15.1881332,51.7503878
146779,3075_pl_afr_1,2013-07-16 16:30:19.000,2013-07-16 16:30:19.000,15.1878817,51.7502493
146780,3075_pl_afr_1,2013-07-16 18:00:17.000,2013-07-16 18:00:17.000,15.1878871,51.7502623
146781,3075_pl_afr_1,2013-07-17 04:30:07.000,2013-07-17 04:30:07.000,15.1877569,51.75027
146782,3075_pl_afr_1,2013-07-17 06:00:07.000,2013-07-17 06:00:07.000,15.1878833,51.7502734
146783,3075_pl_afr_1,2013-07-17 07:30:07.000,2013-07-17 07:30:07.000,15.1879355,51.750218
146784,3075_pl_afr_1,2013-07-17 09:00:06.000,2013-07-17 09:00:06.000,15.1878157,51.750277
146785,3075_pl_afr_1,2013-07-17 10:30:17.000,2013-07-17 10:30:17.000,15.1878411,51.7502656
146786,3075_pl_afr_1,2013-07-17 12:00:07.000,2013-07-17 12:00:07.000,15.1878069,51.7500954
146787,3075_pl_afr_1,2013-07-17 13:30:07.000,2013-07-17 13:30:07.000,15.1878775,51.7502892
146788,3075_pl_afr_1,2013-07-17 15:05:23.000,2013-07-17 15:05:23.000,15.1878322,51.7503016
146789,3075_pl_afr_1,2013-07-17 16:30:08.000,2013-07-17 16:30:08.000,15.1888821,51.7495314
146790,3075_pl_afr_1,2013-07-17 18:00:19.000,2013-07-17 18:00:19.000,15.1878287,51.7503151
146791,3075_pl_afr_1,2013-07-18 04:30:07.000,2013-07-18 04:30:07.000,15.1877511,51.7503397
146792,3075_pl_afr_1,2013-07-18 06:00:07.000,2013-07-18 06:00:07.000,15.1878962,51.7502187
146793,3075_pl_afr_1,2013-07-18 07:30:07.000,2013-07-18 07:30:07.000,15.1878718,51.7502595
146794,3075_pl_afr_1,2013-07-18 09:00:06.000,2013-07-18 09:00:06.000,15.1879165,51.7502739
146795,3075_pl_afr_1,2013-07-18 10:30:16.000,2013-07-18 10:30:16.000,15.1878538,51.7503066
146796,3075_pl_afr_1,2013-07-18 12:00:07.000,2013-07-18 12:00:07.000,15.1875821,51.7506418
146797,3075_pl_afr_1,2013-07-18 13:30:08.000,2013-07-18 13:30:08.000,15.1881223,51.7507496
146798,3075_pl_afr_1,2013-07-18 15:00:08.000,2013-07-18 15:00:08.000,15.1878167,51.7502682
146799,3075_pl_afr_1,2013-07-18 16:30:08.000,2013-07-18 16:30:08.000,15.1879335,51.7502623
146800,3075_pl_afr_1,2013-07-18 18:00:17.000,2013-07-18 18:00:17.000,15.187696,51.7504464
146801,3075_pl_afr_1,2013-07-19 04:30:07.000,2013-07-19 04:30:07.000,15.1878582,51.750251
146802,3075_pl_afr_1,2013-07-19 06:00:06.000,2013-07-19 06:00:06.000,15.1877912,51.7502868
146803,3075_pl_afr_1,2013-07-19 07:30:07.000,2013-07-19 07:30:07.000,15.1878768,51.7502198
146804,3075_pl_afr_1,2013-07-19 09:00:06.000,2013-07-19 09:00:06.000,15.1878095,51.7502827
146805,3075_pl_afr_1,2013-07-19 10:30:17.000,2013-07-19 10:30:17.000,15.1878277,51.7502739
146806,3075_pl_afr_1,2013-07-19 12:00:07.000,2013-07-19 12:00:07.000,15.1878421,51.750237
146807,3075_pl_afr_1,2013-07-19 13:30:07.000,2013-07-19 13:30:07.000,15.1878417,51.7503915
146808,3075_pl_afr_1,2013-07-19 15:00:07.000,2013-07-19 15:00:07.000,15.1878899,51.750322
146809,3075_pl_afr_1,2013-07-19 16:30:08.000,2013-07-19 16:30:08.000,15.1879014,51.7502855
146810,3075_pl_afr_1,2013-07-19 18:00:26.000,2013-07-19 18:00:26.000,15.1878706,51.7503265
146811,3075_pl_afr_1,2013-07-20 04:30:07.000,2013-07-20 04:30:07.000,15.1878678,51.7502844
146812,3075_pl_afr_1,2013-07-20 06:00:06.000,2013-07-20 06:00:06.000,15.1878973,51.7502756
146813,3075_pl_afr_1,2013-07-20 07:30:07.000,2013-07-20 07:30:07.000,15.187708,51.750334
146814,3075_pl_afr_1,2013-07-20 09:00:07.000,2013-07-20 09:00:07.000,15.1878718,51.7502379
146815,3075_pl_afr_1,2013-07-20 10:30:19.000,2013-07-20 10:30:19.000,15.1891346,51.7534781
146816,3075_pl_afr_1,2013-07-20 12:00:07.000,2013-07-20 12:00:07.000,15.1878635,51.7502718
146817,3075_pl_afr_1,2013-07-20 13:30:06.000,2013-07-20 13:30:06.000,15.1878893,51.7503237
146818,3075_pl_afr_1,2013-07-20 15:00:07.000,2013-07-20 15:00:07.000,15.187846899999998,51.7502643
146819,3075_pl_afr_1,2013-07-20 16:35:08.000,2013-07-20 16:35:08.000,15.1879274,51.7503307
146820,3075_pl_afr_1,2013-07-20 18:00:18.000,2013-07-20 18:00:18.000,15.1878386,51.7502557
146821,3075_pl_afr_1,2013-07-21 04:30:07.000,2013-07-21 04:30:07.000,15.1878989,51.7502528
146822,3075_pl_afr_1,2013-07-21 06:00:07.000,2013-07-21 06:00:07.000,15.1878326,51.7502647
146823,3075_pl_afr_1,2013-07-21 07:30:07.000,2013-07-21 07:30:07.000,15.1878885,51.7502524
146824,3075_pl_afr_1,2013-07-21 09:00:07.000,2013-07-21 09:00:07.000,15.1934172,51.7486398
146825,3075_pl_afr_1,2013-07-21 10:30:07.000,2013-07-21 10:30:07.000,15.1890927,51.7519131
146826,3075_pl_afr_1,2013-07-21 12:00:07.000,2013-07-21 12:00:07.000,15.1872915,51.7505902
146827,3075_pl_afr_1,2013-07-21 13:30:08.000,2013-07-21 13:30:08.000,15.1859137,51.7504273
146828,3075_pl_afr_1,2013-07-21 15:00:08.000,2013-07-21 15:00:08.000,15.187863,51.7502946
146829,3075_pl_afr_1,2013-07-21 16:30:07.000,2013-07-21 16:30:07.000,15.1878847,51.7502465
146830,3075_pl_afr_1,2013-07-21 18:00:34.000,2013-07-21 18:00:34.000,15.1878363,51.7502627
146831,3075_pl_afr_1,2013-07-22 04:35:08.000,2013-07-22 04:35:08.000,15.1881186,51.74989
146832,3075_pl_afr_1,2013-07-22 06:00:07.000,2013-07-22 06:00:07.000,15.1879179,51.7502696
146833,3075_pl_afr_1,2013-07-22 07:30:06.000,2013-07-22 07:30:06.000,15.1859421,51.7515566
146834,3075_pl_afr_1,2013-07-22 09:00:06.000,2013-07-22 09:00:06.000,15.1878395,51.7502703
