,stork_migration_id,migration_id,timestamp,date,location-long,location-lat,area_type
0,4557_pl_afr_5,pl_afr_5,2015-07-02 12:35:06.000,2015-07-02 12:35:06,22.4798586,53.2296911,green_land
1,4556_pl_afr_5,pl_afr_5,2015-07-02 16:35:06.000,2015-07-02 16:35:06,22.4798654,53.2296895,green_land
2,4556_pl_afr_5,pl_afr_5,2015-07-02 17:05:06.000,2015-07-02 17:05:06,22.4798758,53.2296824,green_land
3,4556_pl_afr_5,pl_afr_5,2015-07-02 17:35:06.000,2015-07-02 17:35:06,22.4798329,53.2297201,green_land
4,4557_pl_afr_5,pl_afr_5,2015-07-03 03:35:06.000,2015-07-03 03:35:06,22.4798584,53.2297029,green_land
5,4556_pl_afr_5,pl_afr_5,2015-07-03 07:05:06.000,2015-07-03 07:05:06,22.4798508,53.2297084,green_land
6,4558_pl_afr_5,pl_afr_5,2015-07-03 08:05:06.000,2015-07-03 08:05:06,22.4846165,53.2302827,green_land
7,4558_pl_afr_5,pl_afr_5,2015-07-03 09:05:06.000,2015-07-03 09:05:06,22.4930938,53.224545,rural
8,4558_pl_afr_5,pl_afr_5,2015-07-03 10:35:06.000,2015-07-03 10:35:06,22.4846448,53.2302745,green_land
9,4558_pl_afr_5,pl_afr_5,2015-07-03 13:05:07.000,2015-07-03 13:05:07,22.4836907,53.2306793,green_land
10,4557_pl_afr_5,pl_afr_5,2015-07-03 13:35:07.000,2015-07-03 13:35:07,22.4796113,53.2298693,green_land
11,4556_pl_afr_5,pl_afr_5,2015-07-03 17:05:07.000,2015-07-03 17:05:07,22.479852,53.2297095,green_land
12,4557_pl_afr_5,pl_afr_5,2015-07-03 17:35:07.000,2015-07-03 17:35:07,22.4799102,53.229711,green_land
13,4557_pl_afr_5,pl_afr_5,2015-07-03 18:35:07.000,2015-07-03 18:35:07,22.4799481,53.2296269,green_land
14,4556_pl_afr_5,pl_afr_5,2015-07-03 19:05:07.000,2015-07-03 19:05:07,22.4792679,53.2293815,green_land
15,4558_pl_afr_5,pl_afr_5,2015-07-04 02:35:06.000,2015-07-04 02:35:06,22.4845831,53.2302787,green_land
16,4558_pl_afr_5,pl_afr_5,2015-07-04 04:05:06.000,2015-07-04 04:05:06,22.4845854,53.2302676,green_land
17,4558_pl_afr_5,pl_afr_5,2015-07-04 04:35:06.000,2015-07-04 04:35:06,22.4846199,53.2302805,green_land
18,4558_pl_afr_5,pl_afr_5,2015-07-04 05:05:06.000,2015-07-04 05:05:06,22.4845952,53.2302759,green_land
19,4557_pl_afr_5,pl_afr_5,2015-07-04 10:05:07.000,2015-07-04 10:05:07,22.4799069,53.2297142,green_land
20,4556_pl_afr_5,pl_afr_5,2015-07-04 16:05:07.000,2015-07-04 16:05:07,22.4799838,53.2292164,green_land
21,4558_pl_afr_5,pl_afr_5,2015-07-04 16:35:07.000,2015-07-04 16:35:07,22.4838043,53.2308911,green_land
22,4556_pl_afr_5,pl_afr_5,2015-07-04 18:35:07.000,2015-07-04 18:35:07,22.4798603,53.229755,green_land
23,4557_pl_afr_5,pl_afr_5,2015-07-04 19:05:07.000,2015-07-04 19:05:07,22.4799386,53.2296733,green_land
24,4557_pl_afr_5,pl_afr_5,2015-07-05 04:05:06.000,2015-07-05 04:05:06,22.479939,53.2296715,green_land
25,4558_pl_afr_5,pl_afr_5,2015-07-05 05:35:06.000,2015-07-05 05:35:06,22.4845925,53.2302828,green_land
26,4557_pl_afr_5,pl_afr_5,2015-07-05 07:05:06.000,2015-07-05 07:05:06,22.4798837,53.2296584,green_land
27,4558_pl_afr_5,pl_afr_5,2015-07-05 07:35:06.000,2015-07-05 07:35:06,22.4845211,53.2302841,green_land
28,4557_pl_afr_5,pl_afr_5,2015-07-05 10:05:07.000,2015-07-05 10:05:07,22.4798774,53.2296981,green_land
29,4558_pl_afr_5,pl_afr_5,2015-07-05 10:35:07.000,2015-07-05 10:35:07,22.4846303,53.2302757,green_land
30,4557_pl_afr_5,pl_afr_5,2015-07-05 12:35:07.000,2015-07-05 12:35:07,22.4799158,53.2297124,green_land
31,4557_pl_afr_5,pl_afr_5,2015-07-05 13:35:07.000,2015-07-05 13:35:07,22.4798736,53.2297099,green_land
32,4556_pl_afr_5,pl_afr_5,2015-07-05 14:05:07.000,2015-07-05 14:05:07,22.4799144,53.229653,green_land
33,4557_pl_afr_5,pl_afr_5,2015-07-05 17:05:07.000,2015-07-05 17:05:07,22.4798513,53.2297106,green_land
34,4556_pl_afr_5,pl_afr_5,2015-07-05 19:05:07.000,2015-07-05 19:05:07,22.4797931,53.2297044,green_land
35,3955_pl_afr_5,pl_afr_5,2015-07-06 02:00:23.000,2015-07-06 02:00:23,22.6796602,53.8374261,rural
36,3955_pl_afr_5,pl_afr_5,2015-07-06 03:05:06.000,2015-07-06 03:05:06,22.6809577,53.8424748,rural
37,4556_pl_afr_5,pl_afr_5,2015-07-06 03:35:06.000,2015-07-06 03:35:06,22.4798638,53.2296381,green_land
38,3955_pl_afr_5,pl_afr_5,2015-07-06 06:05:06.000,2015-07-06 06:05:06,22.6757065,53.8388921,rural
39,4558_pl_afr_5,pl_afr_5,2015-07-06 10:05:06.000,2015-07-06 10:05:06,22.4846334,53.2302873,green_land
40,4558_pl_afr_5,pl_afr_5,2015-07-06 11:05:06.000,2015-07-06 11:05:06,22.4840797,53.2303864,green_land
41,4556_pl_afr_5,pl_afr_5,2015-07-06 12:05:06.000,2015-07-06 12:05:06,22.4798863,53.2297474,green_land
42,3955_pl_afr_5,pl_afr_5,2015-07-06 17:35:07.000,2015-07-06 17:35:07,22.6750602,53.8387289,rural
43,4556_pl_afr_5,pl_afr_5,2015-07-06 18:05:07.000,2015-07-06 18:05:07,22.4798616,53.22971,green_land
44,4558_pl_afr_5,pl_afr_5,2015-07-06 18:35:07.000,2015-07-06 18:35:07,22.4845969,53.230277,green_land
45,4556_pl_afr_5,pl_afr_5,2015-07-06 19:05:07.000,2015-07-06 19:05:07,22.479856,53.2297018,green_land
46,4558_pl_afr_5,pl_afr_5,2015-07-06 19:35:07.000,2015-07-06 19:35:07,22.4845774,53.2302886,green_land
47,3955_pl_afr_5,pl_afr_5,2015-07-06 20:05:07.000,2015-07-06 20:05:07,22.6818798,53.8341731,rural
48,3955_pl_afr_5,pl_afr_5,2015-07-06 20:40:07.000,2015-07-06 20:40:07,22.6819376,53.8341405,rural
49,3955_pl_afr_5,pl_afr_5,2015-07-06 21:10:07.000,2015-07-06 21:10:07,22.682111,53.8340865,rural
50,3955_pl_afr_5,pl_afr_5,2015-07-06 21:40:07.000,2015-07-06 21:40:07,22.6819895,53.8341178,rural
