,stork_migration_id,timestamp,date,location-long,location-lat
686721,4557_pl_afr_5,2015-07-01 20:00:08.000,2015-07-01 20:00:08.000,22.4798723,53.2297089
686722,4557_pl_afr_5,2015-07-02 02:00:23.000,2015-07-02 02:00:23.000,22.4798889,53.2296664
686723,4557_pl_afr_5,2015-07-02 02:30:07.000,2015-07-02 02:30:07.000,22.4799292,53.2296994
686724,4557_pl_afr_5,2015-07-02 03:00:07.000,2015-07-02 03:00:07.000,22.4798577,53.2296799
686725,4557_pl_afr_5,2015-07-02 03:30:08.000,2015-07-02 03:30:08.000,22.479837,53.2296495
686726,4557_pl_afr_5,2015-07-02 04:00:08.000,2015-07-02 04:00:08.000,22.4798257,53.2296994
686727,4557_pl_afr_5,2015-07-02 04:30:08.000,2015-07-02 04:30:08.000,22.4799087,53.2297038
686728,4557_pl_afr_5,2015-07-02 05:00:12.000,2015-07-02 05:00:12.000,22.4797537,53.2298868
686729,4557_pl_afr_5,2015-07-02 05:00:12.000,2015-07-02 05:00:12.000,22.4797537,53.2298868
686730,4557_pl_afr_5,2015-07-02 05:30:23.000,2015-07-02 05:30:23.000,22.47984,53.2297148
686731,4557_pl_afr_5,2015-07-02 06:00:07.000,2015-07-02 06:00:07.000,22.4799315,53.229705
686732,4557_pl_afr_5,2015-07-02 06:00:07.000,2015-07-02 06:00:07.000,22.4799315,53.229705
686733,4557_pl_afr_5,2015-07-02 06:30:07.000,2015-07-02 06:30:07.000,22.4798273,53.2296664
686734,4557_pl_afr_5,2015-07-02 07:00:09.000,2015-07-02 07:00:09.000,22.4799631,53.2297322
686735,4557_pl_afr_5,2015-07-02 07:00:09.000,2015-07-02 07:00:09.000,22.4799631,53.2297322
686736,4557_pl_afr_5,2015-07-02 07:30:23.000,2015-07-02 07:30:23.000,22.4798618,53.2297102
686737,4557_pl_afr_5,2015-07-02 08:00:09.000,2015-07-02 08:00:09.000,22.4799399,53.2296922
686738,4557_pl_afr_5,2015-07-02 08:00:09.000,2015-07-02 08:00:09.000,22.4799399,53.2296922
686739,4557_pl_afr_5,2015-07-02 08:30:09.000,2015-07-02 08:30:09.000,22.4799011,53.2296912
686740,4557_pl_afr_5,2015-07-02 09:00:15.000,2015-07-02 09:00:15.000,22.4799269,53.2297084
686741,4557_pl_afr_5,2015-07-02 09:00:24.000,2015-07-02 09:00:24.000,22.4799332,53.2297179
686742,4557_pl_afr_5,2015-07-02 09:00:24.000,2015-07-02 09:00:24.000,22.4799332,53.2297179
686743,4557_pl_afr_5,2015-07-02 09:30:23.000,2015-07-02 09:30:23.000,22.4798592,53.2297344
686744,4557_pl_afr_5,2015-07-02 10:00:13.000,2015-07-02 10:00:13.000,22.4798047,53.2296849
686745,4557_pl_afr_5,2015-07-02 10:30:07.000,2015-07-02 10:30:07.000,22.4798592,53.2296902
686746,4557_pl_afr_5,2015-07-02 11:00:23.000,2015-07-02 11:00:23.000,22.4798766,53.2297141
686747,4557_pl_afr_5,2015-07-02 11:30:07.000,2015-07-02 11:30:07.000,22.4798941,53.2298269
686748,4557_pl_afr_5,2015-07-02 12:00:07.000,2015-07-02 12:00:07.000,22.4798717,53.2297161
686749,4557_pl_afr_5,2015-07-02 12:30:07.000,2015-07-02 12:30:07.000,22.4798744,53.2296452
686750,4557_pl_afr_5,2015-07-02 12:35:06.000,2015-07-02 12:35:06.000,22.4798586,53.2296911
686751,4557_pl_afr_5,2015-07-02 12:40:07.000,2015-07-02 12:40:07.000,22.4805753,53.2293878
686752,4557_pl_afr_5,2015-07-02 12:45:09.000,2015-07-02 12:45:09.000,22.481204,53.2289508
686753,4557_pl_afr_5,2015-07-02 12:50:07.000,2015-07-02 12:50:07.000,22.4819972,53.2288499
686754,4557_pl_afr_5,2015-07-02 12:55:07.000,2015-07-02 12:55:07.000,22.4825398,53.2287174
686755,4557_pl_afr_5,2015-07-02 13:00:22.000,2015-07-02 13:00:22.000,22.4798755,53.2296075
686756,4557_pl_afr_5,2015-07-02 13:10:07.000,2015-07-02 13:10:07.000,22.47987,53.2296775
686757,4557_pl_afr_5,2015-07-02 13:15:06.000,2015-07-02 13:15:06.000,22.479916,53.2297078
686758,4557_pl_afr_5,2015-07-02 13:20:07.000,2015-07-02 13:20:07.000,22.4798783,53.2296812
686759,4557_pl_afr_5,2015-07-02 13:25:07.000,2015-07-02 13:25:07.000,22.4798624,53.2296811
686760,4557_pl_afr_5,2015-07-02 13:30:06.000,2015-07-02 13:30:06.000,22.4798651,53.2296853
686761,4557_pl_afr_5,2015-07-02 13:35:07.000,2015-07-02 13:35:07.000,22.4798619,53.2296869
686762,4557_pl_afr_5,2015-07-02 13:40:07.000,2015-07-02 13:40:07.000,22.4806673,53.2292143
686763,4557_pl_afr_5,2015-07-02 13:45:07.000,2015-07-02 13:45:07.000,22.4817981,53.227749
686764,4557_pl_afr_5,2015-07-02 13:50:07.000,2015-07-02 13:50:07.000,22.4836448,53.2253156
686765,4557_pl_afr_5,2015-07-02 13:55:07.000,2015-07-02 13:55:07.000,22.4850266,53.2237987
686766,4557_pl_afr_5,2015-07-02 14:00:07.000,2015-07-02 14:00:07.000,22.4862357,53.2226312
686767,4557_pl_afr_5,2015-07-02 14:05:25.000,2015-07-02 14:05:25.000,22.4800224,53.2295747
686768,4557_pl_afr_5,2015-07-02 14:10:07.000,2015-07-02 14:10:07.000,22.3423588,53.4443593
686769,4557_pl_afr_5,2015-07-02 14:15:36.000,2015-07-02 14:15:36.000,22.4798648,53.2296872
686770,4557_pl_afr_5,2015-07-02 14:20:07.000,2015-07-02 14:20:07.000,22.4798684,53.2296898
686771,4557_pl_afr_5,2015-07-02 14:25:07.000,2015-07-02 14:25:07.000,22.4798428,53.2296891
686772,4557_pl_afr_5,2015-07-02 14:30:07.000,2015-07-02 14:30:07.000,22.4799084,53.2297037
686773,4557_pl_afr_5,2015-07-02 14:35:07.000,2015-07-02 14:35:07.000,22.4799255,53.2297091
686774,4557_pl_afr_5,2015-07-02 14:40:07.000,2015-07-02 14:40:07.000,22.47989,53.229703
686775,4557_pl_afr_5,2015-07-02 14:45:07.000,2015-07-02 14:45:07.000,22.4798968,53.2297254
686776,4557_pl_afr_5,2015-07-02 14:50:07.000,2015-07-02 14:50:07.000,22.4799216,53.2297165
686777,4557_pl_afr_5,2015-07-02 14:55:08.000,2015-07-02 14:55:08.000,22.4798279,53.2296946
686778,4557_pl_afr_5,2015-07-02 15:00:07.000,2015-07-02 15:00:07.000,22.4798763,53.2296755
686779,4557_pl_afr_5,2015-07-02 15:05:06.000,2015-07-02 15:05:06.000,22.4798889,53.2297268
686780,4557_pl_afr_5,2015-07-02 15:10:06.000,2015-07-02 15:10:06.000,22.479879,53.2296096
686781,4557_pl_afr_5,2015-07-02 15:15:06.000,2015-07-02 15:15:06.000,22.4798587,53.2296882
686782,4557_pl_afr_5,2015-07-02 15:20:08.000,2015-07-02 15:20:08.000,22.4799024,53.2297727
686783,4557_pl_afr_5,2015-07-02 15:25:07.000,2015-07-02 15:25:07.000,22.4798809,53.2297166
686784,4557_pl_afr_5,2015-07-02 15:30:08.000,2015-07-02 15:30:08.000,22.4797716,53.2297338
686785,4557_pl_afr_5,2015-07-02 15:35:23.000,2015-07-02 15:35:23.000,22.4798638,53.229703
686786,4557_pl_afr_5,2015-07-02 15:40:06.000,2015-07-02 15:40:06.000,22.4798835,53.2297015
686787,4557_pl_afr_5,2015-07-02 15:45:06.000,2015-07-02 15:45:06.000,22.4798838,53.2296765
686788,4557_pl_afr_5,2015-07-02 15:50:06.000,2015-07-02 15:50:06.000,22.4798667,53.229666
686789,4557_pl_afr_5,2015-07-02 15:55:07.000,2015-07-02 15:55:07.000,22.4798289,53.2297218
686790,4557_pl_afr_5,2015-07-02 16:00:07.000,2015-07-02 16:00:07.000,22.4798601,53.2296898
686791,4557_pl_afr_5,2015-07-02 16:05:07.000,2015-07-02 16:05:07.000,22.479903,53.2297002
686792,4557_pl_afr_5,2015-07-02 16:10:07.000,2015-07-02 16:10:07.000,22.4798031,53.2297332
686793,4557_pl_afr_5,2015-07-02 16:15:06.000,2015-07-02 16:15:06.000,22.4798043,53.2296793
686794,4557_pl_afr_5,2015-07-02 16:20:06.000,2015-07-02 16:20:06.000,22.4798442,53.2296893
686795,4557_pl_afr_5,2015-07-02 16:25:07.000,2015-07-02 16:25:07.000,22.4799002,53.2297164
686796,4557_pl_afr_5,2015-07-02 16:30:07.000,2015-07-02 16:30:07.000,22.4797798,53.2296806
686797,4557_pl_afr_5,2015-07-02 16:35:06.000,2015-07-02 16:35:06.000,22.4798237,53.2297325
686798,4557_pl_afr_5,2015-07-02 16:40:07.000,2015-07-02 16:40:07.000,22.4799126,53.2297034
686799,4557_pl_afr_5,2015-07-02 16:45:07.000,2015-07-02 16:45:07.000,22.4798337,53.2296874
686800,4557_pl_afr_5,2015-07-02 16:50:07.000,2015-07-02 16:50:07.000,22.4798887,53.2297087
686801,4557_pl_afr_5,2015-07-02 16:55:08.000,2015-07-02 16:55:08.000,22.4798822,53.2296548
686802,4557_pl_afr_5,2015-07-02 17:00:07.000,2015-07-02 17:00:07.000,22.4798244,53.2297435
686803,4557_pl_afr_5,2015-07-02 17:05:07.000,2015-07-02 17:05:07.000,22.4798686,53.2295816
686804,4557_pl_afr_5,2015-07-02 17:10:07.000,2015-07-02 17:10:07.000,22.4798273,53.2296706
686805,4557_pl_afr_5,2015-07-02 17:15:06.000,2015-07-02 17:15:06.000,22.4798534,53.229739
686806,4557_pl_afr_5,2015-07-02 17:20:07.000,2015-07-02 17:20:07.000,22.4798517,53.2296683
686807,4557_pl_afr_5,2015-07-02 17:25:07.000,2015-07-02 17:25:07.000,22.4797992,53.2297714
686808,4557_pl_afr_5,2015-07-02 17:30:20.000,2015-07-02 17:30:20.000,22.4798431,53.2297048
686809,4557_pl_afr_5,2015-07-02 17:35:10.000,2015-07-02 17:35:10.000,22.4798933,53.2296696
686810,4557_pl_afr_5,2015-07-02 17:40:07.000,2015-07-02 17:40:07.000,22.4798938,53.2296768
686811,4557_pl_afr_5,2015-07-02 17:45:06.000,2015-07-02 17:45:06.000,22.479839,53.2297144
686812,4557_pl_afr_5,2015-07-02 17:50:07.000,2015-07-02 17:50:07.000,22.4799093,53.2296431
