,stork_migration_id,migration_id,timestamp,date,location-long,location-lat
56,4557_pl_afr_5,pl_afr_5,2015-07-02 12:35:06.000,2015-07-02 12:35:06,22.4798586,53.2296911
64,4556_pl_afr_5,pl_afr_5,2015-07-02 16:35:06.000,2015-07-02 16:35:06,22.4798654,53.2296895
65,4556_pl_afr_5,pl_afr_5,2015-07-02 17:05:06.000,2015-07-02 17:05:06,22.4798758,53.2296824
66,4556_pl_afr_5,pl_afr_5,2015-07-02 17:35:06.000,2015-07-02 17:35:06,22.4798329,53.2297201
74,4557_pl_afr_5,pl_afr_5,2015-07-03 03:35:06.000,2015-07-03 03:35:06,22.4798584,53.2297029
81,4556_pl_afr_5,pl_afr_5,2015-07-03 07:05:06.000,2015-07-03 07:05:06,22.4798508,53.2297084
83,4558_pl_afr_5,pl_afr_5,2015-07-03 08:05:06.000,2015-07-03 08:05:06,22.4846165,53.2302827
85,4558_pl_afr_5,pl_afr_5,2015-07-03 09:05:06.000,2015-07-03 09:05:06,22.4930938,53.224545
88,4558_pl_afr_5,pl_afr_5,2015-07-03 10:35:06.000,2015-07-03 10:35:06,22.4846448,53.2302745
93,4558_pl_afr_5,pl_afr_5,2015-07-03 13:05:07.000,2015-07-03 13:05:07,22.4836907,53.2306793
94,4557_pl_afr_5,pl_afr_5,2015-07-03 13:35:07.000,2015-07-03 13:35:07,22.4796113,53.2298693
101,4556_pl_afr_5,pl_afr_5,2015-07-03 17:05:07.000,2015-07-03 17:05:07,22.479852,53.2297095
102,4557_pl_afr_5,pl_afr_5,2015-07-03 17:35:07.000,2015-07-03 17:35:07,22.4799102,53.229711
104,4557_pl_afr_5,pl_afr_5,2015-07-03 18:35:07.000,2015-07-03 18:35:07,22.4799481,53.2296269
105,4556_pl_afr_5,pl_afr_5,2015-07-03 19:05:07.000,2015-07-03 19:05:07,22.4792679,53.2293815
108,4558_pl_afr_5,pl_afr_5,2015-07-04 02:35:06.000,2015-07-04 02:35:06,22.4845831,53.2302787
111,4558_pl_afr_5,pl_afr_5,2015-07-04 04:05:06.000,2015-07-04 04:05:06,22.4845854,53.2302676
112,4558_pl_afr_5,pl_afr_5,2015-07-04 04:35:06.000,2015-07-04 04:35:06,22.4846199,53.2302805
113,4558_pl_afr_5,pl_afr_5,2015-07-04 05:05:06.000,2015-07-04 05:05:06,22.4845952,53.2302759
123,4557_pl_afr_5,pl_afr_5,2015-07-04 10:05:07.000,2015-07-04 10:05:07,22.4799069,53.2297142
135,4556_pl_afr_5,pl_afr_5,2015-07-04 16:05:07.000,2015-07-04 16:05:07,22.4799838,53.2292164
136,4558_pl_afr_5,pl_afr_5,2015-07-04 16:35:07.000,2015-07-04 16:35:07,22.4838043,53.2308911
140,4556_pl_afr_5,pl_afr_5,2015-07-04 18:35:07.000,2015-07-04 18:35:07,22.4798603,53.229755
141,4557_pl_afr_5,pl_afr_5,2015-07-04 19:05:07.000,2015-07-04 19:05:07,22.4799386,53.2296733
147,4557_pl_afr_5,pl_afr_5,2015-07-05 04:05:06.000,2015-07-05 04:05:06,22.479939,53.2296715
150,4558_pl_afr_5,pl_afr_5,2015-07-05 05:35:06.000,2015-07-05 05:35:06,22.4845925,53.2302828
153,4557_pl_afr_5,pl_afr_5,2015-07-05 07:05:06.000,2015-07-05 07:05:06,22.4798837,53.2296584
154,4558_pl_afr_5,pl_afr_5,2015-07-05 07:35:06.000,2015-07-05 07:35:06,22.4845211,53.2302841
159,4557_pl_afr_5,pl_afr_5,2015-07-05 10:05:07.000,2015-07-05 10:05:07,22.4798774,53.2296981
160,4558_pl_afr_5,pl_afr_5,2015-07-05 10:35:07.000,2015-07-05 10:35:07,22.4846303,53.2302757
164,4557_pl_afr_5,pl_afr_5,2015-07-05 12:35:07.000,2015-07-05 12:35:07,22.4799158,53.2297124
