,stork_migration_id,timestamp,date,location-long,location-lat
700900,4558_pl_afr_5,2015-07-02 20:00:06.000,2015-07-02 20:00:06.000,22.4845814,53.2302915
700901,4558_pl_afr_5,2015-07-03 02:00:23.000,2015-07-03 02:00:23.000,22.4845846,53.2302826
700902,4558_pl_afr_5,2015-07-03 02:05:06.000,2015-07-03 02:05:06.000,22.484583,53.2302839
700903,4558_pl_afr_5,2015-07-03 02:10:06.000,2015-07-03 02:10:06.000,22.4846116,53.2302722
700904,4558_pl_afr_5,2015-07-03 02:15:06.000,2015-07-03 02:15:06.000,22.484586,53.2302598
700905,4558_pl_afr_5,2015-07-03 02:20:06.000,2015-07-03 02:20:06.000,22.4846048,53.2302651
700906,4558_pl_afr_5,2015-07-03 02:25:06.000,2015-07-03 02:25:06.000,22.4845621,53.2302909
700907,4558_pl_afr_5,2015-07-03 02:30:06.000,2015-07-03 02:30:06.000,22.4845872,53.230272
700908,4558_pl_afr_5,2015-07-03 02:35:06.000,2015-07-03 02:35:06.000,22.4846163,53.2302745
700909,4558_pl_afr_5,2015-07-03 02:40:06.000,2015-07-03 02:40:06.000,22.4845846,53.2302594
700910,4558_pl_afr_5,2015-07-03 02:45:06.000,2015-07-03 02:45:06.000,22.4845909,53.2302612
700911,4558_pl_afr_5,2015-07-03 02:50:06.000,2015-07-03 02:50:06.000,22.4846432,53.2302332
700912,4558_pl_afr_5,2015-07-03 02:55:06.001,2015-07-03 02:55:06.001,22.4845817,53.2302591
700913,4558_pl_afr_5,2015-07-03 03:00:06.000,2015-07-03 03:00:06.000,22.4845589,53.2302618
700914,4558_pl_afr_5,2015-07-03 03:05:06.000,2015-07-03 03:05:06.000,22.4845695,53.2302934
700915,4558_pl_afr_5,2015-07-03 03:10:07.000,2015-07-03 03:10:07.000,22.4845991,53.2302881
700916,4558_pl_afr_5,2015-07-03 03:15:06.000,2015-07-03 03:15:06.000,22.4845653,53.230295
700917,4558_pl_afr_5,2015-07-03 03:20:06.000,2015-07-03 03:20:06.000,22.4845699,53.2302999
700918,4558_pl_afr_5,2015-07-03 03:25:06.000,2015-07-03 03:25:06.000,22.484564,53.2302663
700919,4558_pl_afr_5,2015-07-03 03:30:06.000,2015-07-03 03:30:06.000,22.4845656,53.2302874
700920,4558_pl_afr_5,2015-07-03 03:35:06.000,2015-07-03 03:35:06.000,22.4845835,53.2302775
700921,4558_pl_afr_5,2015-07-03 03:40:06.000,2015-07-03 03:40:06.000,22.4845971,53.2302674
700922,4558_pl_afr_5,2015-07-03 03:45:06.000,2015-07-03 03:45:06.000,22.4846112,53.2302862
700923,4558_pl_afr_5,2015-07-03 03:50:06.000,2015-07-03 03:50:06.000,22.4845779,53.2302916
700924,4558_pl_afr_5,2015-07-03 03:55:06.000,2015-07-03 03:55:06.000,22.4845661,53.2302549
700925,4558_pl_afr_5,2015-07-03 04:00:07.000,2015-07-03 04:00:07.000,22.4846096,53.2303073
700926,4558_pl_afr_5,2015-07-03 04:05:21.000,2015-07-03 04:05:21.000,22.4845731,53.230276
700927,4558_pl_afr_5,2015-07-03 04:10:06.000,2015-07-03 04:10:06.000,22.4845686,53.23024
700928,4558_pl_afr_5,2015-07-03 04:15:06.000,2015-07-03 04:15:06.000,22.4845538,53.2302395
700929,4558_pl_afr_5,2015-07-03 04:20:06.000,2015-07-03 04:20:06.000,22.4845734,53.2302738
700930,4558_pl_afr_5,2015-07-03 04:25:06.000,2015-07-03 04:25:06.000,22.4845528,53.2303002
700931,4558_pl_afr_5,2015-07-03 04:30:06.000,2015-07-03 04:30:06.000,22.4845572,53.2302636
700932,4558_pl_afr_5,2015-07-03 04:35:06.000,2015-07-03 04:35:06.000,22.4845917,53.2302665
700933,4558_pl_afr_5,2015-07-03 04:40:06.000,2015-07-03 04:40:06.000,22.4845793,53.2302584
700934,4558_pl_afr_5,2015-07-03 04:45:06.000,2015-07-03 04:45:06.000,22.4845871,53.2302943
700935,4558_pl_afr_5,2015-07-03 04:50:07.000,2015-07-03 04:50:07.000,22.4845989,53.2302849
700936,4558_pl_afr_5,2015-07-03 04:55:06.000,2015-07-03 04:55:06.000,22.4845886,53.2302709
700937,4558_pl_afr_5,2015-07-03 05:00:06.000,2015-07-03 05:00:06.000,22.4846008,53.2302809
700938,4558_pl_afr_5,2015-07-03 05:00:06.000,2015-07-03 05:00:06.000,22.4846008,53.2302809
700939,4558_pl_afr_5,2015-07-03 05:05:06.000,2015-07-03 05:05:06.000,22.4846061,53.2302802
700940,4558_pl_afr_5,2015-07-03 05:10:06.000,2015-07-03 05:10:06.000,22.4846024,53.2302791
700941,4558_pl_afr_5,2015-07-03 05:15:08.000,2015-07-03 05:15:08.000,22.4846047,53.23025
700942,4558_pl_afr_5,2015-07-03 05:20:06.000,2015-07-03 05:20:06.000,22.4845809,53.2302632
700943,4558_pl_afr_5,2015-07-03 05:25:06.000,2015-07-03 05:25:06.000,22.4845998,53.2302717
700944,4558_pl_afr_5,2015-07-03 05:30:06.000,2015-07-03 05:30:06.000,22.4846034,53.2302707
700945,4558_pl_afr_5,2015-07-03 05:35:06.000,2015-07-03 05:35:06.000,22.4845531,53.2302997
700946,4558_pl_afr_5,2015-07-03 05:40:06.000,2015-07-03 05:40:06.000,22.4845864,53.2302528
700947,4558_pl_afr_5,2015-07-03 05:45:08.000,2015-07-03 05:45:08.000,22.4845813,53.2302685
700948,4558_pl_afr_5,2015-07-03 05:50:06.000,2015-07-03 05:50:06.000,22.4848894,53.2299899
700949,4558_pl_afr_5,2015-07-03 05:55:08.000,2015-07-03 05:55:08.000,22.4852449,53.2299178
700950,4558_pl_afr_5,2015-07-03 06:00:06.000,2015-07-03 06:00:06.000,22.4833604,53.2313589
700951,4558_pl_afr_5,2015-07-03 06:00:06.000,2015-07-03 06:00:06.000,22.4833604,53.2313589
700952,4558_pl_afr_5,2015-07-03 06:05:09.000,2015-07-03 06:05:09.000,22.4825516,53.2321426
700953,4558_pl_afr_5,2015-07-03 06:10:06.000,2015-07-03 06:10:06.000,22.4835292,53.2312037
700954,4558_pl_afr_5,2015-07-03 06:15:08.000,2015-07-03 06:15:08.000,22.484409,53.2304177
700955,4558_pl_afr_5,2015-07-03 06:20:08.000,2015-07-03 06:20:08.000,22.4852594,53.2298787
700956,4558_pl_afr_5,2015-07-03 06:25:08.000,2015-07-03 06:25:08.000,22.4862703,53.2297616
700957,4558_pl_afr_5,2015-07-03 06:30:06.000,2015-07-03 06:30:06.000,22.4866,53.2292958
700958,4558_pl_afr_5,2015-07-03 06:35:08.000,2015-07-03 06:35:08.000,22.4868298,53.2297146
700959,4558_pl_afr_5,2015-07-03 06:40:21.000,2015-07-03 06:40:21.000,22.4832884,53.2304607
700960,4558_pl_afr_5,2015-07-03 06:45:05.000,2015-07-03 06:45:05.000,22.4846126,53.2302875
700961,4558_pl_afr_5,2015-07-03 06:50:06.000,2015-07-03 06:50:06.000,22.4846292,53.2302818
700962,4558_pl_afr_5,2015-07-03 06:55:06.000,2015-07-03 06:55:06.000,22.484626,53.230269
700963,4558_pl_afr_5,2015-07-03 07:00:06.000,2015-07-03 07:00:06.000,22.4846203,53.2303162
700964,4558_pl_afr_5,2015-07-03 07:00:06.000,2015-07-03 07:00:06.000,22.4846203,53.2303162
700965,4558_pl_afr_5,2015-07-03 07:05:08.000,2015-07-03 07:05:08.000,22.484607,53.2302805
700966,4558_pl_afr_5,2015-07-03 07:10:07.000,2015-07-03 07:10:07.000,22.4844528,53.2304661
700967,4558_pl_afr_5,2015-07-03 07:15:07.000,2015-07-03 07:15:07.000,22.4852378,53.2308964
700968,4558_pl_afr_5,2015-07-03 07:20:06.000,2015-07-03 07:20:06.000,22.4845541,53.2306079
700969,4558_pl_afr_5,2015-07-03 07:25:06.000,2015-07-03 07:25:06.000,22.4848608,53.2304159
700970,4558_pl_afr_5,2015-07-03 07:30:08.000,2015-07-03 07:30:08.000,22.4844753,53.2302913
700971,4558_pl_afr_5,2015-07-03 07:35:09.000,2015-07-03 07:35:09.000,22.484221,53.2301514
700972,4558_pl_afr_5,2015-07-03 07:40:07.000,2015-07-03 07:40:07.000,22.4855548,53.2306153
700973,4558_pl_afr_5,2015-07-03 07:45:13.000,2015-07-03 07:45:13.000,22.4845536,53.2303321
700974,4558_pl_afr_5,2015-07-03 08:00:14.000,2015-07-03 08:00:14.000,22.4845696,53.2303083
700975,4558_pl_afr_5,2015-07-03 08:00:14.000,2015-07-03 08:00:14.000,22.4845696,53.2303083
700976,4558_pl_afr_5,2015-07-03 08:05:06.000,2015-07-03 08:05:06.000,22.4846165,53.2302827
700977,4558_pl_afr_5,2015-07-03 08:10:07.000,2015-07-03 08:10:07.000,22.4845842,53.2303113
