,stork_migration_id,migration_id,timestamp,date,location-long,location-lat,area_type
0,3050_afr_pl_2,afr_pl_2,2014-04-07 13:50:07.000,2014-04-07 13:50:07.000,33.1552412,24.500274,other
1,3050_afr_pl_2,afr_pl_2,2014-04-07 15:20:07.000,2014-04-07 15:20:07.000,33.3211627,24.4782326,developed_land
2,3050_afr_pl_2,afr_pl_2,2014-04-07 17:25:07.000,2014-04-07 17:25:07.000,33.4027711,24.5006334,developed_land
3,3050_afr_pl_2,afr_pl_2,2014-04-07 17:55:07.000,2014-04-07 17:55:07.000,33.4052939,24.507047,developed_land
4,3050_afr_pl_2,afr_pl_2,2014-04-07 18:25:07.000,2014-04-07 18:25:07.000,33.4052789,24.507213,developed_land
5,3050_afr_pl_2,afr_pl_2,2014-04-08 02:00:23.000,2014-04-08 02:00:23.000,33.4342871,24.5374484,other
6,3050_afr_pl_2,afr_pl_2,2014-04-08 02:35:06.000,2014-04-08 02:35:06.000,33.4342829,24.5374494,other
7,3050_afr_pl_2,afr_pl_2,2014-04-08 03:05:06.000,2014-04-08 03:05:06.000,33.4342937,24.5374412,other
8,3050_afr_pl_2,afr_pl_2,2014-04-08 03:35:06.000,2014-04-08 03:35:06.000,33.4343586,24.537593,other
9,3050_afr_pl_2,afr_pl_2,2014-04-08 06:40:06.000,2014-04-08 06:40:06.000,33.4196836,24.524503,other
10,3050_afr_pl_2,afr_pl_2,2014-04-08 07:40:06.000,2014-04-08 07:40:06.000,33.3030777,24.5758399,other
11,3050_afr_pl_2,afr_pl_2,2014-04-08 08:40:06.000,2014-04-08 08:40:06.000,33.3170544,24.7718285,other
12,3050_afr_pl_2,afr_pl_2,2014-04-08 09:10:07.000,2014-04-08 09:10:07.000,33.3873681,24.9092778,other
13,3050_afr_pl_2,afr_pl_2,2014-04-08 09:40:07.000,2014-04-08 09:40:07.000,33.4950434,25.016485,developed_land
14,3050_afr_pl_2,afr_pl_2,2014-04-08 12:15:07.000,2014-04-08 12:15:07.000,33.8261393,25.7862996,other
15,3050_afr_pl_2,afr_pl_2,2014-04-08 12:45:07.000,2014-04-08 12:45:07.000,33.9114473,26.0242821,other
16,3050_afr_pl_2,afr_pl_2,2014-04-08 13:20:06.000,2014-04-08 13:20:06.000,33.813918,26.2007435,other
17,3050_afr_pl_2,afr_pl_2,2014-04-08 13:50:06.000,2014-04-08 13:50:06.000,33.7766695,26.3191594,other
18,3050_afr_pl_2,afr_pl_2,2014-04-08 15:20:08.000,2014-04-08 15:20:08.000,33.615519,26.6027896,other
19,3050_afr_pl_2,afr_pl_2,2014-04-08 15:55:07.000,2014-04-08 15:55:07.000,33.5601673,26.648256,other
20,3050_afr_pl_2,afr_pl_2,2014-04-08 16:55:07.000,2014-04-08 16:55:07.000,33.5620604,26.6473836,other
21,3050_afr_pl_2,afr_pl_2,2014-04-08 17:25:08.000,2014-04-08 17:25:08.000,33.5620077,26.6473291,other
22,3050_afr_pl_2,afr_pl_2,2014-04-08 19:30:07.000,2014-04-08 19:30:07.000,33.5619896,26.6472014,other
23,3050_afr_pl_2,afr_pl_2,2014-04-09 03:40:06.000,2014-04-09 03:40:06.000,33.5514923,26.6485069,other
24,3050_afr_pl_2,afr_pl_2,2014-04-09 04:10:06.000,2014-04-09 04:10:06.000,33.551508,26.6486207,other
25,3050_afr_pl_2,afr_pl_2,2014-04-09 05:10:07.000,2014-04-09 05:10:07.000,33.5501078,26.6484992,other
26,3050_afr_pl_2,afr_pl_2,2014-04-09 06:45:06.000,2014-04-09 06:45:06.000,33.5608412,26.6588075,other
27,3050_afr_pl_2,afr_pl_2,2014-04-09 07:15:07.000,2014-04-09 07:15:07.000,33.5680597,26.6899286,other
28,3050_afr_pl_2,afr_pl_2,2014-04-09 08:50:06.000,2014-04-09 08:50:06.000,33.672057,27.0115129,other
29,3050_afr_pl_2,afr_pl_2,2014-04-09 09:20:06.000,2014-04-09 09:20:06.000,33.6131551,27.0848098,developed_land
30,3050_afr_pl_2,afr_pl_2,2014-04-09 09:50:06.000,2014-04-09 09:50:06.000,33.5277006,27.191127,other
31,3050_afr_pl_2,afr_pl_2,2014-04-09 10:50:06.000,2014-04-09 10:50:06.000,33.4373716,27.3954304,other
32,3050_afr_pl_2,afr_pl_2,2014-04-09 11:20:06.000,2014-04-09 11:20:06.000,33.3654336,27.4836974,other
33,3050_afr_pl_2,afr_pl_2,2014-04-09 11:50:06.000,2014-04-09 11:50:06.000,33.318946,27.5985583,other
34,3050_afr_pl_2,afr_pl_2,2014-04-09 12:50:06.000,2014-04-09 12:50:06.000,33.2035769,27.7047529,other
