,stork_migration_id,migration_id,timestamp,date,location-long,location-lat
0,3955_afr_pl_4,afr_pl_4,2015-02-01 02:00:23.000,2015-02-01 02:00:23.000,33.4106786,11.4001832
1,3955_afr_pl_4,afr_pl_4,2015-02-01 02:35:07.000,2015-02-01 02:35:07.000,33.4105658,11.4020354
2,3955_afr_pl_4,afr_pl_4,2015-02-01 03:05:07.000,2015-02-01 03:05:07.000,33.408643,11.4038938
3,3954_afr_pl_4,afr_pl_4,2015-02-01 03:35:07.000,2015-02-01 03:35:07.000,16.2929459,11.9070069
4,3951_afr_pl_4,afr_pl_4,2015-02-01 04:05:07.000,2015-02-01 04:05:07.000,44.4057027,14.5860935
5,3954_afr_pl_4,afr_pl_4,2015-02-01 04:35:07.000,2015-02-01 04:35:07.000,16.2928958,11.907056
6,3955_afr_pl_4,afr_pl_4,2015-02-01 05:05:07.000,2015-02-01 05:05:07.000,33.4308327,11.3660005
7,3954_afr_pl_4,afr_pl_4,2015-02-01 05:35:07.000,2015-02-01 05:35:07.000,16.2908537,11.9353183
8,3955_afr_pl_4,afr_pl_4,2015-02-01 06:10:06.000,2015-02-01 06:10:06.000,33.430165,11.362137
9,3955_afr_pl_4,afr_pl_4,2015-02-01 06:40:06.000,2015-02-01 06:40:06.000,33.4293918,11.361782
10,3955_afr_pl_4,afr_pl_4,2015-02-01 07:10:06.000,2015-02-01 07:10:06.000,33.4279405,11.3637314
11,3951_afr_pl_4,afr_pl_4,2015-02-01 07:40:06.000,2015-02-01 07:40:06.000,44.4118011,14.5902456
12,3951_afr_pl_4,afr_pl_4,2015-02-01 08:10:06.000,2015-02-01 08:10:06.000,44.4117982,14.5903012
13,3954_afr_pl_4,afr_pl_4,2015-02-01 08:40:06.000,2015-02-01 08:40:06.000,16.2801366,11.921047
14,3954_afr_pl_4,afr_pl_4,2015-02-01 09:10:06.000,2015-02-01 09:10:06.000,16.2344303,11.916671
15,3951_afr_pl_4,afr_pl_4,2015-02-01 09:40:06.000,2015-02-01 09:40:06.000,44.384932,14.5924304
16,3951_afr_pl_4,afr_pl_4,2015-02-01 10:10:06.000,2015-02-01 10:10:06.000,44.3849395,14.5932673
17,3955_afr_pl_4,afr_pl_4,2015-02-01 10:40:06.000,2015-02-01 10:40:06.000,33.3159308,11.4953629
18,3951_afr_pl_4,afr_pl_4,2015-02-01 11:10:06.000,2015-02-01 11:10:06.000,44.3846518,14.5932849
19,3951_afr_pl_4,afr_pl_4,2015-02-01 11:40:06.000,2015-02-01 11:40:06.000,44.3846048,14.5933275
20,3955_afr_pl_4,afr_pl_4,2015-02-01 12:10:06.000,2015-02-01 12:10:06.000,33.2379949,11.7036177
21,3951_afr_pl_4,afr_pl_4,2015-02-01 12:40:06.000,2015-02-01 12:40:06.000,44.3837017,14.5934361
22,3951_afr_pl_4,afr_pl_4,2015-02-01 13:10:06.000,2015-02-01 13:10:06.000,44.3837096,14.5934366
23,3955_afr_pl_4,afr_pl_4,2015-02-01 13:40:07.000,2015-02-01 13:40:07.000,33.4612914,11.7424654
24,3954_afr_pl_4,afr_pl_4,2015-02-01 14:15:06.000,2015-02-01 14:15:06.000,16.2789261,11.8532623
25,3954_afr_pl_4,afr_pl_4,2015-02-01 14:45:06.000,2015-02-01 14:45:06.000,16.2166995,11.9067557
26,3954_afr_pl_4,afr_pl_4,2015-02-01 15:15:06.000,2015-02-01 15:15:06.000,16.2890736,11.8623913
27,3954_afr_pl_4,afr_pl_4,2015-02-01 15:45:06.000,2015-02-01 15:45:06.000,16.2840754,11.8641626
28,3954_afr_pl_4,afr_pl_4,2015-02-01 16:15:06.000,2015-02-01 16:15:06.000,16.2843484,11.8575744
29,3951_afr_pl_4,afr_pl_4,2015-02-01 16:45:06.000,2015-02-01 16:45:06.000,44.4061776,14.5843635
30,3954_afr_pl_4,afr_pl_4,2015-02-01 17:15:06.000,2015-02-01 17:15:06.000,16.2873987,11.8533755
31,3955_afr_pl_4,afr_pl_4,2015-02-01 17:45:06.000,2015-02-01 17:45:06.000,33.4003793,11.5586517
32,3954_afr_pl_4,afr_pl_4,2015-02-01 18:15:06.000,2015-02-01 18:15:06.000,16.2874723,11.8533459
33,3955_afr_pl_4,afr_pl_4,2015-02-01 18:45:06.000,2015-02-01 18:45:06.000,33.4000365,11.5585516
34,3955_afr_pl_4,afr_pl_4,2015-02-01 19:15:06.000,2015-02-01 19:15:06.000,33.4000249,11.5585517
35,3955_afr_pl_4,afr_pl_4,2015-02-01 19:45:06.000,2015-02-01 19:45:06.000,33.3997482,11.5588198
36,3955_afr_pl_4,afr_pl_4,2015-02-02 02:00:23.000,2015-02-02 02:00:23.000,33.4001687,11.5596269
37,3955_afr_pl_4,afr_pl_4,2015-02-02 02:35:06.000,2015-02-02 02:35:06.000,33.4007222,11.5598678
